age,workclass,education-num,marital-status,occupation,race,sex,hours-per-week,income
18,Private,7,Never-married,Sales,White,Female,30,<=50K
49,Private,13,Never-married,Priv-house-serv,White,Male,25,<=50K
49,Private,11,Separated,Prof-specialty,White,Female,36,<=50K
45,Local-gov,13,Married-civ-spouse,Prof-specialty,White,Male,37,<=50K
27,Private,9,Never-married,Handlers-cleaners,Asian-Pac-Islander,Male,40,<=50K
28,Private,10,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,40,<=50K
35,Private,13,Married-civ-spouse,Prof-specialty,White,Male,45,>50K
33,Private,10,Never-married,Machine-op-inspct,White,Male,40,<=50K
35,Private,7,Married-civ-spouse,Sales,White,Male,35,<=50K
19,Private,9,Never-married,Craft-repair,White,Male,40,<=50K
33,Private,10,Never-married,Other-service,White,Female,28,<=50K
28,Private,9,Divorced,Sales,Amer-Indian-Eskimo,Male,40,>50K
49,Private,10,Married-spouse-absent,Adm-clerical,White,Female,40,<=50K
61,?,9,Married-civ-spouse,?,White,Male,32,<=50K
39,Self-emp-inc,10,Married-civ-spouse,Prof-specialty,White,Male,25,<=50K
22,Private,9,Separated,Adm-clerical,White,Female,40,<=50K
42,Private,6,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
22,Private,10,Never-married,Adm-clerical,White,Male,40,<=50K
18,Private,9,Never-married,Craft-repair,White,Male,40,<=50K
49,Local-gov,5,Widowed,Handlers-cleaners,White,Male,40,>50K
33,Self-emp-inc,16,Married-civ-spouse,Prof-specialty,White,Male,40,>50K
28,Private,9,Married-civ-spouse,Craft-repair,White,Male,45,<=50K
42,Private,4,Married-spouse-absent,Prof-specialty,White,Male,35,<=50K
20,Private,10,Never-married,Other-service,White,Male,25,<=50K
50,Local-gov,10,Married-civ-spouse,Protective-serv,White,Male,48,<=50K
32,Private,10,Married-civ-spouse,Exec-managerial,White,Male,40,>50K
31,Federal-gov,9,Separated,Handlers-cleaners,White,Female,40,<=50K
29,Private,11,Never-married,Other-service,Black,Male,40,<=50K
46,Federal-gov,10,Married-civ-spouse,Other-service,White,Male,40,<=50K
32,Self-emp-inc,16,Never-married,Prof-specialty,White,Male,77,<=50K
61,Private,9,Widowed,Adm-clerical,White,Female,24,<=50K
43,Self-emp-not-inc,7,Married-civ-spouse,Craft-repair,White,Male,55,<=50K
35,Private,9,Never-married,Handlers-cleaners,White,Female,40,<=50K
39,State-gov,13,Married-civ-spouse,Prof-specialty,White,Male,40,<=50K
18,?,7,Never-married,?,White,Male,35,<=50K
42,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,White,Male,60,<=50K
23,Private,13,Never-married,Prof-specialty,White,Female,40,<=50K
32,Private,13,Married-civ-spouse,Sales,White,Male,45,<=50K
52,Private,9,Married-civ-spouse,Transport-moving,White,Male,85,>50K
36,Private,12,Married-civ-spouse,Tech-support,White,Male,40,>50K
38,Private,10,Married-civ-spouse,Prof-specialty,White,Male,50,>50K
50,Private,9,Widowed,Sales,White,Female,72,>50K
23,?,12,Never-married,?,White,Male,40,<=50K
71,Private,15,Married-civ-spouse,Prof-specialty,White,Male,12,>50K
27,Private,9,Never-married,Other-service,Black,Female,30,<=50K
56,Private,9,Married-civ-spouse,Craft-repair,White,Male,60,<=50K
28,Self-emp-not-inc,10,Never-married,Prof-specialty,White,Male,40,<=50K
45,Private,9,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
28,Private,9,Married-civ-spouse,Machine-op-inspct,White,Female,40,<=50K
28,Local-gov,10,Married-civ-spouse,Protective-serv,White,Male,40,<=50K
18,Private,10,Never-married,Machine-op-inspct,White,Female,15,<=50K
62,Private,4,Divorced,Handlers-cleaners,White,Male,40,<=50K
35,Private,8,Separated,Machine-op-inspct,White,Female,40,<=50K
39,Private,6,Married-civ-spouse,Machine-op-inspct,White,Male,60,<=50K
24,Private,10,Never-married,Adm-clerical,Black,Male,20,<=50K
58,Private,5,Divorced,Farming-fishing,Black,Male,40,<=50K
48,Private,9,Divorced,Sales,White,Male,40,<=50K
57,Private,13,Married-civ-spouse,Exec-managerial,White,Male,50,>50K
31,Private,13,Married-civ-spouse,Sales,White,Male,60,<=50K
25,Private,9,Married-civ-spouse,Sales,White,Male,40,<=50K
34,Private,13,Married-civ-spouse,Prof-specialty,White,Female,36,>50K
29,Self-emp-not-inc,4,Married-civ-spouse,Farming-fishing,White,Male,72,<=50K
38,Private,12,Divorced,Exec-managerial,Black,Female,40,<=50K
21,Private,10,Never-married,Other-service,White,Female,40,<=50K
34,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,White,Male,70,<=50K
50,Private,13,Never-married,Sales,White,Female,32,<=50K
50,Private,9,Divorced,Prof-specialty,Black,Female,40,<=50K
49,Federal-gov,11,Divorced,Exec-managerial,Black,Female,45,<=50K
30,Private,13,Never-married,Prof-specialty,White,Male,70,<=50K
29,State-gov,14,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,20,<=50K
22,State-gov,10,Never-married,Adm-clerical,Other,Male,20,<=50K
42,Private,9,Married-civ-spouse,Transport-moving,White,Male,50,<=50K
19,?,10,Never-married,?,White,Male,40,<=50K
31,Private,10,Divorced,Other-service,White,Female,48,<=50K
42,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,White,Male,21,<=50K
20,Private,10,Never-married,Other-service,White,Male,20,<=50K
51,?,9,Married-civ-spouse,?,White,Male,40,<=50K
50,Private,6,Married-civ-spouse,Craft-repair,White,Male,40,>50K
27,Self-emp-inc,5,Never-married,Craft-repair,White,Male,40,<=50K
26,Private,7,Never-married,Other-service,White,Male,40,<=50K
61,?,9,Married-civ-spouse,?,White,Male,40,>50K
20,Private,10,Never-married,Protective-serv,White,Male,40,<=50K
51,Private,10,Married-civ-spouse,Craft-repair,White,Male,40,>50K
52,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,40,<=50K
33,Private,9,Divorced,Adm-clerical,White,Male,38,<=50K
31,Private,13,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Male,60,<=50K
24,Private,10,Married-civ-spouse,Other-service,White,Female,40,<=50K
56,Private,13,Married-civ-spouse,Machine-op-inspct,White,Male,40,<=50K
19,?,10,Never-married,?,White,Male,40,<=50K
29,Private,7,Married-civ-spouse,Craft-repair,White,Male,50,<=50K
18,Private,9,Never-married,Sales,White,Female,30,<=50K
43,Private,10,Married-civ-spouse,Machine-op-inspct,Black,Male,50,<=50K
43,State-gov,16,Married-spouse-absent,Prof-specialty,White,Male,64,>50K
21,Private,9,Married-civ-spouse,Adm-clerical,White,Male,40,<=50K
51,Private,9,Married-civ-spouse,Adm-clerical,White,Female,40,<=50K
20,?,7,Married-civ-spouse,?,White,Female,39,<=50K
41,Private,10,Married-civ-spouse,Transport-moving,White,Male,65,>50K
45,State-gov,10,Married-civ-spouse,Prof-specialty,White,Male,40,>50K
20,Private,9,Never-married,Other-service,White,Female,30,<=50K
28,Private,13,Married-civ-spouse,Exec-managerial,White,Female,60,>50K
50,Local-gov,14,Married-civ-spouse,Prof-specialty,White,Female,40,>50K
47,Private,13,Divorced,Craft-repair,White,Male,40,<=50K
80,Self-emp-not-inc,4,Widowed,Farming-fishing,White,Male,35,<=50K
47,Self-emp-not-inc,9,Married-civ-spouse,Adm-clerical,White,Female,35,<=50K
19,?,10,Never-married,?,White,Male,84,<=50K
45,Private,9,Married-civ-spouse,Sales,White,Male,50,<=50K
17,Private,7,Never-married,Handlers-cleaners,White,Male,12,<=50K
37,Private,9,Married-civ-spouse,Craft-repair,White,Male,50,<=50K
27,Private,10,Never-married,Machine-op-inspct,White,Female,40,<=50K
17,Private,8,Never-married,Other-service,White,Male,16,<=50K
18,Self-emp-not-inc,9,Never-married,Farming-fishing,White,Male,40,<=50K
57,Private,9,Married-civ-spouse,Handlers-cleaners,White,Male,40,<=50K
26,Private,9,Separated,Adm-clerical,White,Female,40,<=50K
26,Private,14,Never-married,Exec-managerial,White,Female,40,<=50K
36,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,White,Male,45,>50K
51,Private,9,Married-civ-spouse,Farming-fishing,White,Male,80,>50K
38,Private,10,Never-married,Other-service,White,Male,40,<=50K
77,?,3,Married-civ-spouse,?,White,Male,20,<=50K
51,Private,9,Never-married,Craft-repair,White,Male,40,>50K
24,Private,7,Never-married,Handlers-cleaners,White,Male,40,<=50K
35,Private,9,Divorced,Farming-fishing,White,Male,65,<=50K
35,?,6,Divorced,?,White,Male,99,<=50K
51,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,White,Male,40,>50K
28,Private,13,Married-civ-spouse,Exec-managerial,White,Male,40,>50K
37,Private,9,Married-civ-spouse,Transport-moving,White,Male,40,<=50K
43,Private,9,Married-civ-spouse,Exec-managerial,White,Male,40,<=50K
23,Private,9,Never-married,Handlers-cleaners,White,Male,30,<=50K
42,Private,13,Married-civ-spouse,Sales,White,Female,40,<=50K
58,Private,10,Married-civ-spouse,Adm-clerical,White,Female,40,>50K
52,Local-gov,9,Married-civ-spouse,Other-service,Black,Female,20,<=50K
29,Private,9,Divorced,Sales,Amer-Indian-Eskimo,Female,50,<=50K
27,Private,10,Married-civ-spouse,Craft-repair,White,Male,60,<=50K
28,Private,10,Never-married,Adm-clerical,Black,Female,40,<=50K
59,Private,12,Married-civ-spouse,Craft-repair,White,Male,20,>50K
28,Private,9,Never-married,Handlers-cleaners,White,Male,40,<=50K
24,Private,10,Never-married,Craft-repair,White,Male,40,<=50K
20,Private,6,Married-spouse-absent,Handlers-cleaners,White,Male,40,<=50K
54,Private,13,Married-civ-spouse,Exec-managerial,White,Male,40,>50K
65,Private,9,Divorced,Other-service,White,Male,25,<=50K
18,?,10,Never-married,?,White,Male,30,<=50K
38,Private,10,Married-civ-spouse,Craft-repair,White,Male,40,>50K
29,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,40,<=50K
27,Private,9,Never-married,Adm-clerical,Black,Female,40,<=50K
36,Private,14,Married-civ-spouse,Other-service,White,Male,40,<=50K
55,State-gov,9,Married-civ-spouse,Protective-serv,White,Male,40,<=50K
22,Private,3,Never-married,Machine-op-inspct,White,Male,30,<=50K
28,Private,13,Never-married,Prof-specialty,White,Female,40,<=50K
20,Private,10,Never-married,Sales,White,Female,30,<=50K
24,Private,13,Married-civ-spouse,Prof-specialty,White,Male,40,<=50K
36,Private,14,Married-civ-spouse,Exec-managerial,White,Male,50,>50K
68,Self-emp-inc,9,Married-civ-spouse,Sales,White,Male,40,<=50K
49,Self-emp-not-inc,9,Divorced,Sales,White,Male,50,>50K
18,Private,4,Never-married,Machine-op-inspct,White,Male,40,<=50K
50,Self-emp-not-inc,16,Divorced,Prof-specialty,White,Female,60,>50K
37,Private,8,Separated,Priv-house-serv,Black,Female,40,<=50K
60,Private,14,Married-civ-spouse,Exec-managerial,White,Male,50,>50K
43,Private,10,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
43,Self-emp-inc,16,Married-civ-spouse,Prof-specialty,White,Female,70,>50K
17,Private,7,Never-married,Priv-house-serv,White,Female,9,<=50K
43,Private,10,Never-married,Exec-managerial,White,Female,50,<=50K
39,Private,10,Married-civ-spouse,Sales,White,Male,26,<=50K
21,Self-emp-not-inc,10,Never-married,Adm-clerical,White,Female,15,<=50K
42,Self-emp-not-inc,16,Never-married,Prof-specialty,White,Male,7,<=50K
48,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,White,Male,60,>50K
56,Private,13,Never-married,Exec-managerial,White,Male,45,>50K
21,Private,12,Never-married,Other-service,White,Female,30,<=50K
28,Local-gov,12,Married-civ-spouse,Protective-serv,Asian-Pac-Islander,Male,40,>50K
39,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,White,Male,40,>50K
40,Private,4,Married-civ-spouse,Sales,White,Male,40,<=50K
38,Local-gov,12,Never-married,Prof-specialty,White,Male,40,<=50K
59,Private,10,Married-civ-spouse,Prof-specialty,White,Male,36,>50K
51,Federal-gov,9,Married-civ-spouse,Tech-support,White,Male,40,<=50K
19,Private,9,Never-married,Handlers-cleaners,White,Male,16,<=50K
23,Private,9,Never-married,Machine-op-inspct,White,Female,40,<=50K
31,Private,13,Divorced,Prof-specialty,White,Female,40,<=50K
42,Private,12,Married-civ-spouse,Prof-specialty,Black,Male,40,<=50K
43,Private,9,Married-civ-spouse,Craft-repair,White,Male,40,>50K
45,Private,10,Married-civ-spouse,Craft-repair,White,Male,55,>50K
34,Private,10,Married-civ-spouse,Machine-op-inspct,White,Male,35,<=50K
21,Private,9,Never-married,Machine-op-inspct,White,Male,30,<=50K
34,Private,10,Married-civ-spouse,Exec-managerial,White,Male,40,>50K
55,Self-emp-inc,10,Married-civ-spouse,Sales,White,Male,40,>50K
30,Private,11,Never-married,Prof-specialty,White,Female,40,<=50K
29,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,48,<=50K
19,Private,10,Never-married,Adm-clerical,White,Female,20,<=50K
45,Self-emp-not-inc,13,Divorced,Prof-specialty,White,Male,35,<=50K
42,Private,13,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,72,>50K
32,Private,13,Never-married,Sales,White,Female,40,<=50K
90,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,White,Male,40,<=50K
44,State-gov,13,Married-civ-spouse,Protective-serv,White,Male,44,>50K
34,Self-emp-not-inc,9,Married-civ-spouse,Prof-specialty,White,Male,40,>50K
35,Private,8,Separated,Other-service,White,Female,30,<=50K
39,Self-emp-not-inc,10,Never-married,Craft-repair,White,Male,25,<=50K
29,Private,13,Never-married,Prof-specialty,Black,Male,40,<=50K
24,Private,9,Never-married,Other-service,White,Female,32,<=50K
49,Private,10,Married-civ-spouse,Other-service,White,Male,17,<=50K
52,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,40,>50K
54,Private,13,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,60,>50K
31,Private,5,Divorced,Transport-moving,White,Male,40,<=50K
44,Private,10,Divorced,Exec-managerial,White,Female,50,<=50K
18,?,10,Never-married,?,White,Female,30,<=50K
27,Self-emp-not-inc,9,Married-civ-spouse,Sales,White,Male,40,<=50K
24,Private,9,Never-married,Handlers-cleaners,White,Male,40,<=50K
30,Private,9,Married-civ-spouse,Handlers-cleaners,White,Male,60,<=50K
27,Private,10,Divorced,Exec-managerial,White,Female,40,<=50K
34,State-gov,13,Married-civ-spouse,Adm-clerical,White,Male,20,<=50K
25,State-gov,10,Married-civ-spouse,Exec-managerial,White,Female,19,<=50K
39,Private,9,Divorced,Exec-managerial,White,Female,40,<=50K
28,Private,10,Married-civ-spouse,Tech-support,White,Male,40,>50K
51,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,White,Male,70,<=50K
21,?,9,Married-civ-spouse,?,White,Female,35,<=50K
33,Private,10,Never-married,Sales,Asian-Pac-Islander,Male,26,<=50K
27,Private,11,Never-married,Handlers-cleaners,White,Female,38,<=50K
29,Private,9,Never-married,Exec-managerial,White,Male,40,<=50K
33,State-gov,6,Married-civ-spouse,Handlers-cleaners,White,Male,40,<=50K
37,Private,9,Married-civ-spouse,Sales,White,Male,50,>50K
20,Private,9,Never-married,Handlers-cleaners,White,Male,40,<=50K
24,Private,13,Never-married,Exec-managerial,White,Female,40,<=50K
29,Private,9,Never-married,Other-service,White,Female,35,<=50K
31,Private,13,Married-civ-spouse,Exec-managerial,White,Male,45,>50K
41,Private,10,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
42,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
20,Private,10,Never-married,Sales,White,Female,30,<=50K
54,Private,5,Separated,Craft-repair,White,Male,40,<=50K
55,Private,13,Married-spouse-absent,Craft-repair,White,Female,55,<=50K
21,Private,9,Married-civ-spouse,Handlers-cleaners,White,Male,32,<=50K
52,Private,11,Married-civ-spouse,Exec-managerial,White,Male,45,>50K
19,Private,9,Never-married,Adm-clerical,White,Male,40,<=50K
33,Private,11,Married-civ-spouse,Craft-repair,Black,Male,40,<=50K
22,Private,9,Separated,Other-service,Black,Female,35,<=50K
59,Private,9,Never-married,Exec-managerial,White,Female,38,<=50K
17,?,6,Never-married,?,White,Male,40,<=50K
31,Private,8,Never-married,Sales,White,Male,32,<=50K
74,Self-emp-not-inc,9,Married-civ-spouse,Sales,White,Male,40,>50K
45,Private,6,Divorced,Other-service,Black,Female,40,<=50K
36,Private,9,Never-married,Adm-clerical,White,Female,40,<=50K
35,Self-emp-inc,10,Divorced,Exec-managerial,White,Male,60,<=50K
45,Private,10,Divorced,Craft-repair,White,Male,40,<=50K
42,Self-emp-not-inc,9,Never-married,Farming-fishing,White,Male,85,<=50K
50,State-gov,14,Divorced,Prof-specialty,White,Female,40,<=50K
39,Private,9,Divorced,Exec-managerial,White,Female,40,<=50K
44,Private,10,Separated,Exec-managerial,White,Male,45,<=50K
52,Private,2,Married-civ-spouse,Farming-fishing,White,Male,56,>50K
24,Private,13,Never-married,Prof-specialty,White,Male,43,<=50K
56,Self-emp-inc,5,Married-civ-spouse,Transport-moving,White,Male,99,<=50K
27,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,50,>50K
47,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,White,Male,45,>50K
40,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Amer-Indian-Eskimo,Male,60,>50K
38,Private,9,Never-married,Prof-specialty,White,Male,40,<=50K
27,Private,11,Divorced,Sales,White,Female,40,<=50K
52,Private,9,Divorced,Adm-clerical,White,Female,38,<=50K
22,Private,9,Divorced,Sales,White,Male,40,<=50K
41,Private,10,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
30,Private,9,Divorced,Adm-clerical,White,Female,20,<=50K
55,Private,13,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,35,<=50K
25,Private,10,Never-married,Adm-clerical,White,Male,40,<=50K
32,Private,13,Married-civ-spouse,Prof-specialty,White,Male,40,<=50K
28,Private,10,Separated,Other-service,White,Female,60,<=50K
33,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,White,Male,50,<=50K
17,Private,9,Never-married,Farming-fishing,Black,Male,40,<=50K
27,Private,9,Married-civ-spouse,Transport-moving,White,Male,40,<=50K
55,Private,11,Married-civ-spouse,Machine-op-inspct,White,Male,20,<=50K
63,Federal-gov,10,Married-civ-spouse,Tech-support,White,Male,18,>50K
39,Private,9,Married-civ-spouse,Other-service,White,Female,40,<=50K
51,Federal-gov,16,Married-civ-spouse,Prof-specialty,White,Male,52,>50K
67,Self-emp-not-inc,4,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
41,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,White,Male,72,<=50K
27,Private,9,Widowed,Craft-repair,White,Female,26,<=50K
54,Private,14,Married-civ-spouse,Exec-managerial,White,Male,45,>50K
59,Private,6,Married-civ-spouse,Transport-moving,Black,Male,40,>50K
18,Private,9,Never-married,Adm-clerical,White,Female,25,<=50K
19,Private,9,Never-married,Craft-repair,White,Male,20,<=50K
31,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,50,<=50K
17,Private,7,Never-married,Other-service,White,Female,7,<=50K
42,Private,9,Married-civ-spouse,Tech-support,Asian-Pac-Islander,Male,40,>50K
37,Private,10,Married-spouse-absent,Prof-specialty,White,Female,30,<=50K
51,Local-gov,9,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
48,Private,9,Never-married,Adm-clerical,White,Female,40,<=50K
23,Private,9,Never-married,Transport-moving,White,Male,40,<=50K
27,Private,11,Married-civ-spouse,Sales,White,Male,45,<=50K
25,Private,9,Never-married,Handlers-cleaners,White,Male,40,<=50K
69,Private,12,Divorced,Adm-clerical,White,Female,6,<=50K
30,Private,13,Never-married,Exec-managerial,White,Male,44,<=50K
33,Private,9,Married-civ-spouse,Handlers-cleaners,White,Male,35,<=50K
28,Private,9,Never-married,Handlers-cleaners,White,Male,48,<=50K
45,Private,3,Married-civ-spouse,Machine-op-inspct,White,Male,40,<=50K
25,Private,10,Never-married,Adm-clerical,White,Male,15,<=50K
37,Private,11,Married-civ-spouse,Craft-repair,White,Male,45,>50K
59,Private,1,Never-married,Machine-op-inspct,White,Male,40,<=50K
26,Private,9,Never-married,Other-service,White,Female,30,<=50K
48,Private,10,Separated,Other-service,White,Female,25,<=50K
64,Federal-gov,9,Married-civ-spouse,Adm-clerical,White,Male,40,<=50K
39,Private,13,Married-civ-spouse,Tech-support,White,Male,50,<=50K
24,Private,13,Never-married,Adm-clerical,White,Male,40,<=50K
40,State-gov,14,Never-married,Exec-managerial,White,Female,35,<=50K
46,Private,14,Married-spouse-absent,Exec-managerial,White,Male,70,>50K
35,Federal-gov,10,Married-civ-spouse,Protective-serv,Black,Male,40,>50K
43,Private,9,Married-civ-spouse,Adm-clerical,White,Female,40,>50K
31,Private,9,Separated,Transport-moving,White,Male,40,<=50K
22,Private,10,Never-married,Adm-clerical,White,Female,25,<=50K
35,Private,10,Never-married,Other-service,White,Male,30,<=50K
35,Private,9,Separated,Transport-moving,White,Male,50,<=50K
35,State-gov,10,Divorced,Tech-support,White,Female,40,<=50K
40,Private,15,Married-civ-spouse,Prof-specialty,White,Male,40,>50K
50,Private,14,Never-married,Prof-specialty,White,Female,40,<=50K
48,Self-emp-not-inc,15,Divorced,Prof-specialty,White,Male,63,>50K
70,?,14,Married-civ-spouse,?,White,Male,8,<=50K
46,Private,9,Divorced,Adm-clerical,White,Female,40,<=50K
36,Private,9,Divorced,Machine-op-inspct,White,Female,38,<=50K
37,State-gov,13,Married-civ-spouse,Prof-specialty,White,Male,36,>50K
24,Private,5,Married-civ-spouse,Sales,White,Male,45,<=50K
47,Local-gov,13,Separated,Prof-specialty,White,Female,70,<=50K
35,Self-emp-not-inc,9,Divorced,Craft-repair,White,Male,50,<=50K
43,Private,13,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Male,40,<=50K
18,State-gov,7,Never-married,Other-service,White,Male,20,<=50K
54,Private,9,Married-civ-spouse,Other-service,White,Male,50,<=50K
62,Private,9,Never-married,Other-service,Black,Female,38,<=50K
36,Private,13,Married-civ-spouse,Craft-repair,White,Male,48,>50K
27,Private,5,Married-civ-spouse,Farming-fishing,Amer-Indian-Eskimo,Male,40,<=50K
23,Private,10,Never-married,Adm-clerical,Asian-Pac-Islander,Male,14,<=50K
61,?,13,Married-civ-spouse,?,White,Male,15,>50K
39,Self-emp-not-inc,13,Divorced,Craft-repair,Black,Male,60,<=50K
33,Self-emp-not-inc,3,Married-civ-spouse,Craft-repair,White,Male,50,>50K
28,Private,2,Never-married,Machine-op-inspct,White,Female,40,<=50K
22,Private,9,Never-married,Adm-clerical,White,Male,20,<=50K
31,Self-emp-not-inc,11,Married-civ-spouse,Farming-fishing,White,Male,60,>50K
26,Private,13,Never-married,Other-service,White,Male,30,<=50K
44,Private,13,Divorced,Exec-managerial,White,Male,50,>50K
73,Private,13,Married-civ-spouse,Prof-specialty,White,Male,30,<=50K
44,Private,13,Divorced,Sales,White,Female,35,<=50K
35,Private,11,Divorced,Exec-managerial,White,Male,45,<=50K
33,Private,13,Married-civ-spouse,Other-service,White,Female,40,<=50K
27,Private,13,Never-married,Adm-clerical,White,Female,40,<=50K
47,Federal-gov,13,Married-civ-spouse,Protective-serv,Black,Male,50,>50K
29,Private,9,Married-civ-spouse,Craft-repair,White,Male,45,>50K
33,Private,10,Married-civ-spouse,Other-service,White,Female,26,<=50K
50,Private,10,Divorced,Other-service,White,Female,15,<=50K
32,Private,9,Married-civ-spouse,Handlers-cleaners,White,Male,40,<=50K
41,Self-emp-not-inc,14,Divorced,Handlers-cleaners,White,Male,40,<=50K
19,?,10,Never-married,?,White,Female,35,<=50K
45,Private,9,Married-civ-spouse,Sales,White,Male,60,>50K
65,Private,9,Widowed,Adm-clerical,White,Female,36,<=50K
42,State-gov,10,Separated,Tech-support,White,Female,40,<=50K
33,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Black,Male,25,>50K
32,Private,13,Married-civ-spouse,Sales,White,Male,60,>50K
42,Private,10,Married-civ-spouse,Prof-specialty,White,Male,40,>50K
49,Private,10,Separated,Exec-managerial,White,Female,45,>50K
38,Private,9,Married-civ-spouse,Protective-serv,White,Male,45,<=50K
38,Private,10,Married-civ-spouse,Exec-managerial,White,Male,50,<=50K
37,Private,10,Married-civ-spouse,Craft-repair,White,Male,52,<=50K
24,Private,10,Never-married,Machine-op-inspct,White,Male,30,<=50K
27,Self-emp-not-inc,10,Never-married,Sales,White,Male,50,<=50K
25,Private,5,Married-spouse-absent,Adm-clerical,Asian-Pac-Islander,Female,40,<=50K
29,Private,9,Married-civ-spouse,Sales,White,Male,50,<=50K
46,Private,9,Married-civ-spouse,Transport-moving,White,Male,70,<=50K
44,Self-emp-inc,9,Married-civ-spouse,Transport-moving,White,Male,96,<=50K
26,Private,13,Never-married,Sales,Asian-Pac-Islander,Female,40,<=50K
46,Local-gov,12,Married-civ-spouse,Protective-serv,White,Male,49,>50K
38,Private,10,Separated,Exec-managerial,White,Male,40,<=50K
38,Private,10,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
22,State-gov,13,Married-civ-spouse,Exec-managerial,White,Male,20,<=50K
33,Private,10,Divorced,Sales,White,Male,40,<=50K
50,Private,12,Divorced,Adm-clerical,Asian-Pac-Islander,Male,40,<=50K
31,Local-gov,9,Married-civ-spouse,Protective-serv,White,Male,41,>50K
26,Self-emp-not-inc,10,Never-married,Prof-specialty,White,Female,4,<=50K
42,Private,10,Married-civ-spouse,Handlers-cleaners,White,Male,38,<=50K
27,Private,9,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
34,Private,14,Married-civ-spouse,Prof-specialty,White,Male,45,>50K
64,Private,9,Married-civ-spouse,Protective-serv,White,Male,40,<=50K
43,Private,10,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
39,Private,9,Married-civ-spouse,Craft-repair,White,Male,40,<=50K
47,Self-emp-not-inc,15,Never-married,Prof-specialty,White,Male,40,>50K
56,Private,14,Never-married,Prof-specialty,White,Male,66,<=50K
25,Local-gov,14,Never-married,Prof-specialty,White,Male,20,<=50K
60,State-gov,13,Divorced,Exec-managerial,White,Female,35,<=50K
52,Private,9,Married-civ-spouse,Sales,White,Male,44,<=50K
43,Private,9,Divorced,Handlers-cleaners,White,Male,16,<=50K
46,Private,13,Never-married,Adm-clerical,Asian-Pac-Islander,Female,40,<=50K
19,Private,10,Never-married,Adm-clerical,White,Female,30,<=50K
56,Private,4,Never-married,Farming-fishing,Black,Female,20,<=50K
22,Private,13,Never-married,Prof-specialty,White,Male,40,<=50K
28,Private,7,Never-married,Craft-repair,White,Male,40,<=50K
39,Private,3,Separated,Sales,Black,Female,30,<=50K
28,Private,10,Divorced,Prof-specialty,White,Male,40,<=50K
31,Private,13,Married-civ-spouse,Sales,White,Male,50,>50K
22,Private,9,Never-married,Other-service,White,Female,35,<=50K
39,Private,9,Married-civ-spouse,Machine-op-inspct,Asian-Pac-Islander,Male,40,>50K
39,Private,13,Married-civ-spouse,Exec-managerial,White,Male,40,>50K
28,Self-emp-not-inc,7,Never-married,Craft-repair,White,Male,40,<=50K
67,?,9,Married-civ-spouse,?,White,Male,11,<=50K
31,Private,9,Never-married,Adm-clerical,White,Female,35,<=50K
50,Private,13,Married-civ-spouse,Sales,White,Male,40,<=50K
34,Private,9,Married-civ-spouse,Craft-repair,White,Male,46,<=50K
48,Private,9,Married-civ-spouse,Adm-clerical,White,Female,40,>50K
51,Private,13,Divorced,Adm-clerical,White,Female,40,<=50K
54,Private,9,Married-civ-spouse,Sales,White,Male,40,<=50K
44,Private,11,Divorced,Transport-moving,White,Male,40,<=50K
